"cluster","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","predicted_cell_type"
"0",4.83185960368851e-72,0.209322826492515,0.039,0.055,2.84557875780424e-67,"ORC5","CD8+ T-cells"
"0",5.01951139356465e-72,0.127858169490383,0.029,0.043,2.9560906498981e-67,"ADCY3","CD8+ T-cells"
"0",5.05592460686546e-72,1.36236384589907,0.018,0.01,2.9775351194752e-67,"FAM60A","CD8+ T-cells"
"0",7.76593837086742e-72,0.299040505119581,0.072,0.095,4.57351642537124e-67,"ARID2","CD8+ T-cells"
"0",8.81110349358054e-72,0.262057414211382,0.044,0.062,5.18903506943945e-67,"GABPA","CD8+ T-cells"
"0",9.72279655504559e-72,1.27032022640046,0.051,0.036,5.72594934719745e-67,"FAAH2","CD8+ T-cells"
"0",1.45924771360453e-71,0.169924286537142,0.038,0.054,8.59380163495977e-67,"C2ORF49","CD8+ T-cells"
"0",1.58407106049426e-71,0.271214275417792,0.063,0.085,9.32891128946279e-67,"MAPKAPK5","CD8+ T-cells"
"0",1.59146271036194e-71,0.1969041775802,0.152,0.188,9.37244219386352e-67,"RBM6","CD8+ T-cells"
"0",2.04238986417206e-71,0.805906993966997,0.075,0.058,1.20280423880821e-66,"H1-4","CD8+ T-cells"
"0",2.10774396206196e-71,0.196548377835776,0.041,0.058,1.24129257413753e-66,"GPN2","CD8+ T-cells"
"0",2.69609110435806e-71,0.302424033207714,0.124,0.157,1.58778197317855e-66,"RIOK3","CD8+ T-cells"
"0",2.73611945074399e-71,0.834384068715245,0.061,0.045,1.61135546693215e-66,"SEPT7","CD8+ T-cells"
"0",2.75592140535934e-71,0.707278017324504,0.176,0.157,1.62301723404422e-66,"IFI35","CD8+ T-cells"
"0",4.57629573346459e-71,0.979640612800081,0.103,0.085,2.69507208335197e-66,"NUP98","CD8+ T-cells"
"0",4.58945444087501e-71,0.476915660466091,0.088,0.115,2.70282150932011e-66,"JOSD1","CD8+ T-cells"
"0",4.79165944265111e-71,0.244708112883141,0.077,0.101,2.82190407896609e-66,"PHKG2","CD8+ T-cells"
"0",5.38749270418661e-71,0.122838682596362,0.028,0.041,3.17280220334958e-66,"PHC1","CD8+ T-cells"
"0",5.77086762067293e-71,0.238250575577708,0.043,0.06,3.3985793591667e-66,"MED14","CD8+ T-cells"
"0",6.32557700260963e-71,0.353903996799462,0.071,0.093,3.72525880837686e-66,"TNPO3","CD8+ T-cells"
"0",6.48251567160679e-71,1.40362483924592,0.015,0.007,3.81768312932267e-66,"P2RY14","CD8+ T-cells"
"0",6.80596517523742e-71,1.18982823044283,0.064,0.048,4.00816901100082e-66,"KLHDC4","CD8+ T-cells"
"0",7.0946207647866e-71,1.80558264651129,0.015,0.007,4.17816406079812e-66,"KCNQ1","CD8+ T-cells"
"0",7.09531300057593e-71,0.181090029647101,0.031,0.046,4.17857173229917e-66,"TMEM161B","CD8+ T-cells"
"0",8.54067515152479e-71,0.519285349901889,0.01,0.019,5.02977441023598e-66,"KIT","CD8+ T-cells"
"0",1.02591527930248e-70,0.117492101917758,0.058,0.078,6.04182026286816e-66,"CBWD2","CD8+ T-cells"
"0",1.50061696614564e-70,1.77144739670495,0.014,0.006,8.83743343702493e-66,"C7ORF31","CD8+ T-cells"
"0",1.57356330143996e-70,0.285469052125789,0.077,0.101,9.26702899484019e-66,"GPATCH2L","CD8+ T-cells"
"0",1.61082095693305e-70,2.04981337116785,0.01,0.004,9.4864467795701e-66,"NHEJ1","CD8+ T-cells"
"0",2.09769001136278e-70,1.83247189983064,0.014,0.006,1.23537160149177e-65,"RP3-395M20-8","CD8+ T-cells"
"0",2.13664161431758e-70,0.196147061160043,0.076,0.099,1.25831097950391e-65,"HARS1","CD8+ T-cells"
"0",2.58606051003923e-70,0.209067677556191,0.1,0.127,1.5229827555723e-65,"RASSF7","CD8+ T-cells"
"0",3.14703493605084e-70,0.365422267371746,0.114,0.144,1.85335181453906e-65,"USP48","CD8+ T-cells"
"0",3.36762096590749e-70,0.299767006601242,0.145,0.181,1.98325933924224e-65,"SNAP23","CD8+ T-cells"
"0",3.40692547985244e-70,3.01549899355478,0.012,0.005,2.0064065535947e-65,"IGKV1-17","CD8+ T-cells"
"0",3.71639426719097e-70,0.195334495783575,0.1,0.127,2.1886589118341e-65,"XPC","CD8+ T-cells"
"0",3.84478523871084e-70,0.366371141821001,0.053,0.072,2.26427092278159e-65,"AGFG1","CD8+ T-cells"
"0",4.23247764486195e-70,1.08624525542284,0.056,0.041,2.4925907346121e-65,"ABHD18","CD8+ T-cells"
"0",4.7278132418552e-70,0.289263228414584,0.135,0.169,2.78430377439337e-65,"DAXX","CD8+ T-cells"
"0",5.79163828095539e-70,0.240136064515807,0.105,0.133,3.41081161642025e-65,"SLC38A10","CD8+ T-cells"
"0",6.07645421199291e-70,0.242277945511966,0.098,0.126,3.57854541452686e-65,"SNAPC5","CD8+ T-cells"
"0",7.84141060551169e-70,1.78518485451103,0.015,0.007,4.61796353379794e-65,"RUBCNL","CD8+ T-cells"
"0",8.41863046195635e-70,0.182091949329083,0.06,0.08,4.95789985165533e-65,"CNOT9","CD8+ T-cells"
"0",8.64773807090905e-70,1.55346867047975,0.018,0.01,5.09282590471976e-65,"SGPP2","CD8+ T-cells"
"0",1.15143233110566e-69,1.71254291744538,0.013,0.006,6.78101528434746e-65,"VSIG1","CD8+ T-cells"
"0",1.43747295364079e-69,0.417755786256234,0.052,0.071,8.46556571858133e-65,"SMURF2","CD8+ T-cells"
"0",1.50204480844319e-69,0.229967175141288,0.047,0.065,8.84584228588364e-65,"MTHFD1","CD8+ T-cells"
"0",1.5342124884884e-69,0.245567954446758,0.071,0.093,9.03528418720589e-65,"TXNRD1","CD8+ T-cells"
"0",1.57649806065899e-69,1.03496135506117,0.103,0.086,9.28431237883294e-65,"SLC25A38","CD8+ T-cells"
"0",1.79027165237775e-69,0.282831888285362,0.131,0.163,1.05432678151831e-64,"SLU7","CD8+ T-cells"
"0",1.84994449162036e-69,0.244637540610466,0.033,0.048,1.08946931000506e-64,"TMEM184C","CD8+ T-cells"
"0",2.90440299829647e-69,0.341494383695748,0.16,0.2,1.71046101375675e-64,"TADA3","CD8+ T-cells"
"0",2.94244332494611e-69,0.354616642126924,0.045,0.063,1.73286372292726e-64,"TICAM1","CD8+ T-cells"
"0",2.96459556437799e-69,0.292775786679524,0.124,0.156,1.74590961977349e-64,"NUDT1","CD8+ T-cells"
"0",3.3554491056127e-69,0.332789802529885,0.101,0.129,1.97609108727743e-64,"ZCCHC7","CD8+ T-cells"
"0",4.21819237924087e-69,0.154562199492505,0.028,0.042,2.48417785598253e-64,"NUP35","CD8+ T-cells"
"0",4.28297483079601e-69,1.07399781245198,0.052,0.038,2.52232953735239e-64,"RTP4","CD8+ T-cells"
"0",4.98267242264614e-69,0.309133707699978,0.078,0.102,2.93439544314477e-64,"MFSD11","CD8+ T-cells"
"0",5.70074259865133e-69,0.31243199701634,0.027,0.04,3.35728133119774e-64,"ATXN7L3","CD8+ T-cells"
"0",7.01536038592363e-69,0.291999394628872,0.085,0.109,4.13148603847815e-64,"KPNA3","CD8+ T-cells"
"0",9.09852794520537e-69,0.308786170735335,0.037,0.052,5.35830507749035e-64,"PLEKHM2","CD8+ T-cells"
"0",1.40391355221545e-68,0.131068618630934,0.03,0.044,8.26792769170725e-64,"OSBPL11","CD8+ T-cells"
"0",1.47099635668129e-68,0.203761772967777,0.035,0.051,8.66299174376747e-64,"TMEM62","CD8+ T-cells"
"0",1.84366991410726e-68,0.112314800552713,0.019,0.03,1.08577408581605e-63,"PIGA","CD8+ T-cells"
"0",1.95175945903908e-68,0.854857804855509,0.169,0.153,1.1494301806173e-63,"PRPF8","CD8+ T-cells"
"0",1.99682362563413e-68,1.64654068610909,0.014,0.007,1.17596936960845e-63,"IFITM10","CD8+ T-cells"
"0",2.38274905778009e-68,2.4531696004722,0.012,0.005,1.40324857510785e-63,"NUGGC","CD8+ T-cells"
"0",2.49957176838624e-68,0.190280261204733,0.028,0.041,1.47204780583802e-63,"SHMT1","CD8+ T-cells"
"0",3.28878762026747e-68,0.213566458633317,0.072,0.094,1.93683280532792e-63,"CDK10","CD8+ T-cells"
"0",3.29258891493483e-68,0.145541780337714,0.034,0.049,1.93907146378342e-63,"LRR1","CD8+ T-cells"
"0",3.64433190179373e-68,0.263102146357046,0.614,0.677,2.14621994360436e-63,"YWHAB","CD8+ T-cells"
"0",3.73002826776646e-68,1.00633644752105,0.06,0.045,2.19668824745303e-63,"VIM-AS1","CD8+ T-cells"
"0",3.87679759162367e-68,0.306971035118741,0.05,0.068,2.28312363765901e-63,"MAU2","CD8+ T-cells"
"0",4.12192071090385e-68,0.452955556676486,0.082,0.106,2.42748154506549e-63,"PPP1R15B","CD8+ T-cells"
"0",4.32272984961554e-68,0.132772808681474,0.02,0.031,2.54574206303558e-63,"ZNF687","CD8+ T-cells"
"0",4.52209096390446e-68,0.701481821280837,0.224,0.212,2.66314981046261e-63,"LSM6","CD8+ T-cells"
"0",4.86865385633859e-68,0.314210223820526,0.256,0.315,2.86724762907492e-63,"HNRNPH3","CD8+ T-cells"
"0",5.31852940724221e-68,0.283016921187175,0.046,0.064,3.13218833851308e-63,"TMEM129","CD8+ T-cells"
"0",6.44972185550235e-68,0.285387855482797,0.06,0.08,3.79837019514244e-63,"DPP9","CD8+ T-cells"
"0",6.74699313031746e-68,1.11927546418989,0.047,0.033,3.97343919430656e-63,"CHKB","CD8+ T-cells"
"0",7.08563759407043e-68,1.00841122621447,0.04,0.028,4.17287369189996e-63,"RP11-290D2-6","CD8+ T-cells"
"0",7.39767020841221e-68,0.229308584800816,0.069,0.09,4.35663593913812e-63,"DMAP1","CD8+ T-cells"
"0",8.74244984272236e-68,0.342896898810782,0.079,0.103,5.14860356137605e-63,"IREB2","CD8+ T-cells"
"0",9.23468401563143e-68,0.22547521216987,0.038,0.054,5.43849011048566e-63,"CAMTA2","CD8+ T-cells"
"0",1.07919404554982e-67,0.278976115922025,0.04,0.056,6.35558957305197e-63,"SNIP1","CD8+ T-cells"
"0",1.14255105858568e-67,1.21541473372395,0.044,0.031,6.7287116942228e-63,"ASTE1","CD8+ T-cells"
"0",1.26368384946841e-67,0.307897289817861,0.035,0.05,7.44208692628937e-63,"SIDT2","CD8+ T-cells"
"0",1.28806146034872e-67,0.144376284541567,0.008,0.016,7.58565155228566e-63,"ZNF829","CD8+ T-cells"
"0",1.54830321180588e-67,0.237426892405976,0.034,0.049,9.11826727496718e-63,"C12ORF29","CD8+ T-cells"
"0",1.56581748310457e-67,0.396325299057991,0.112,0.142,9.22141232149945e-63,"STX4","CD8+ T-cells"
"0",2.19847281058971e-67,0.302063307338105,0.094,0.12,1.29472460761249e-62,"COX19","CD8+ T-cells"
"0",2.22489413081716e-67,1.02499456602444,0.128,0.111,1.31028465152084e-62,"THEM4","CD8+ T-cells"
"0",2.29983054204768e-67,1.29756873708094,0.035,0.023,1.35441620282272e-62,"DENND3","CD8+ T-cells"
"0",3.06308059210623e-67,1.37740861326037,0.022,0.013,1.8039094223032e-62,"AC003075-4","CD8+ T-cells"
"0",3.5451890742092e-67,0.812173073219303,0.165,0.148,2.08783274958328e-62,"RPA2","CD8+ T-cells"
"0",4.50707603414431e-67,1.19259453832209,0.038,0.026,2.65430721802827e-62,"SACS","CD8+ T-cells"
"0",4.55544648416621e-67,1.18255127802855,0.034,0.022,2.68279354345517e-62,"CYRIA","CD8+ T-cells"
"0",5.09994897923593e-67,1.49638929837482,0.027,0.017,3.00346195285162e-62,"PABIR3","CD8+ T-cells"
"0",5.45837836000839e-67,1.76150769261709,0.014,0.007,3.21454818377614e-62,"FAM105A","CD8+ T-cells"
"0",6.01839512886137e-67,0.25928389638483,0.106,0.134,3.54435325928904e-62,"EXOSC8","CD8+ T-cells"
"0",7.20860796335907e-67,0.242191694704986,0.044,0.061,4.24529340178142e-62,"ETFDH","CD8+ T-cells"
"0",9.87387563111091e-67,0.290856531992257,0.092,0.118,5.81492283667384e-62,"EIF2B1","CD8+ T-cells"
"0",9.99315023293996e-67,0.618836489000225,0.2,0.181,5.885166035183e-62,"PRNP","CD8+ T-cells"
"0",1.00652784486703e-66,0.448768621651653,0.105,0.133,5.92764378399088e-62,"TAF10","CD8+ T-cells"
"0",1.80996670018313e-66,0.938599196890612,0.029,0.018,1.06592558907185e-61,"HRH2","CD8+ T-cells"
"0",2.3340630971713e-66,0.309415669737498,0.032,0.047,1.37457643918612e-61,"DYRK1B","CD8+ T-cells"
"0",2.38864361427908e-66,0.328191635005489,0.095,0.121,1.40671999732124e-61,"USP33","CD8+ T-cells"
"0",2.5091058524427e-66,0.89064737323238,0.111,0.093,1.47766261862055e-61,"USP4","CD8+ T-cells"
"0",2.59710929675748e-66,0.28301095571888,0.065,0.086,1.52948960704641e-61,"NELFA","CD8+ T-cells"
"0",2.71221248137013e-66,0.366301425705244,0.014,0.024,1.5972761745285e-61,"DUSP7","CD8+ T-cells"
"0",3.19184973752644e-66,0.113852991237725,0.019,0.03,1.87974414742407e-61,"ZW10","CD8+ T-cells"
"0",3.41391710135551e-66,0.349093995569118,0.081,0.105,2.01052405933028e-61,"MAEA","CD8+ T-cells"
"0",3.43183086015095e-66,1.86659879018066,0.016,0.008,2.0210738301601e-61,"JSRP1","CD8+ T-cells"
"0",3.78333341552674e-66,0.324071345129013,0.1,0.127,2.22808071507201e-61,"INTS11","CD8+ T-cells"
"0",3.86671808639572e-66,0.169272740542934,0.128,0.159,2.27718761544017e-61,"MIR4435-2HG","CD8+ T-cells"
"0",4.85868266302522e-66,0.271390436985807,0.074,0.096,2.86137539390881e-61,"AGA","CD8+ T-cells"
"0",5.62901105446993e-66,0.276752161103692,0.063,0.083,3.31503719019843e-61,"AP3M1","CD8+ T-cells"
"0",5.84083361913709e-66,0.307824736073819,0.048,0.065,3.43978373498221e-61,"HIF1AN","CD8+ T-cells"
"0",6.33658717215263e-66,0.224361272036823,0.046,0.063,3.73174291742413e-61,"MAD2L1BP","CD8+ T-cells"
"0",7.07447241197904e-66,0.217495627641267,0.018,0.028,4.1662982928627e-61,"GTPBP2","CD8+ T-cells"
"0",7.25020053967158e-66,0.201513564010401,0.038,0.054,4.26978810182339e-61,"THOC5","CD8+ T-cells"
"0",9.73837477124261e-66,1.43212752769371,0.024,0.014,5.7351236702802e-61,"CTD-3138B18-5","CD8+ T-cells"
"0",9.89521945299329e-66,1.3363372344488,0.08,0.064,5.82749264025681e-61,"HECA","CD8+ T-cells"
"0",1.22995093999985e-65,0.81114703516049,0.134,0.116,7.2434270758471e-61,"XRN1","CD8+ T-cells"
"0",1.23817273585197e-65,0.359532385100574,0.16,0.198,7.29184687597941e-61,"DCAF7","CD8+ T-cells"
"0",1.40192574040022e-65,0.201174843868132,0.027,0.04,8.25622107036496e-61,"NDUFAF5","CD8+ T-cells"
"0",1.56562390338366e-65,0.203862319395457,0.018,0.029,9.22027229180707e-61,"PSKH1","CD8+ T-cells"
"0",1.59385675096043e-65,1.36924914331271,0.045,0.032,9.38654117775614e-61,"ZNF600","CD8+ T-cells"
"0",2.28818535375168e-65,0.32491795474165,0.118,0.148,1.34755811853144e-60,"CCNG1","CD8+ T-cells"
"0",2.34345553048459e-65,0.117071432160098,0.039,0.055,1.38010783101299e-60,"UHRF1BP1L","CD8+ T-cells"
"0",2.61541762119695e-65,1.05948402825954,0.042,0.029,1.54027174547531e-60,"RWDD3","CD8+ T-cells"
"0",3.44507529385355e-65,1.00350108533511,0.119,0.102,2.02887374205623e-60,"DNM2","CD8+ T-cells"
"0",3.68458877942473e-65,0.279710064579334,0.086,0.11,2.16992802397881e-60,"ZNF330","CD8+ T-cells"
"0",3.95941309678429e-65,0.124783291465668,0.038,0.053,2.33177756095821e-60,"DNAJC24","CD8+ T-cells"
"0",4.4844681225415e-65,1.00920224985697,0.111,0.095,2.64099296672714e-60,"RNF138","CD8+ T-cells"
"0",4.64594321409279e-65,0.363637840529606,0.012,0.021,2.73608887764353e-60,"HIRA","CD8+ T-cells"
"0",5.14809525079808e-65,0.246005326218094,0.174,0.213,3.03181625510001e-60,"NRDC","CD8+ T-cells"
"0",5.23039626899571e-65,1.69680221986712,0.012,0.005,3.08028497073695e-60,"RLN1","CD8+ T-cells"
"0",5.31638739899465e-65,1.15556104733314,0.035,0.024,3.13092686701593e-60,"SGPP1","CD8+ T-cells"
"0",5.80371266057366e-65,0.176798608250397,0.128,0.158,3.41792246006504e-60,"SLC4A7","CD8+ T-cells"
"0",6.58490462041938e-65,0.284425942256617,0.259,0.316,3.87798202905738e-60,"ANP32A","CD8+ T-cells"
"0",6.84769393570169e-65,1.92464740108581,0.011,0.005,4.03274391261344e-60,"AC009299-3","CD8+ T-cells"
"0",6.93685988663767e-65,0.365043317985523,0.172,0.212,4.08525552443866e-60,"DERL1","CD8+ T-cells"
"0",7.02766641713495e-65,1.41040586267529,0.027,0.017,4.13873330637912e-60,"AKAP5","CD8+ T-cells"
"0",8.04408079404639e-65,0.292633506677134,0.196,0.24,4.7373200612298e-60,"TMEM9B","CD8+ T-cells"
"0",9.37463771602931e-65,0.108039280619759,0.021,0.033,5.52091164372398e-60,"INTS5","CD8+ T-cells"
"0",1.19806193198642e-64,0.29699391194598,0.069,0.089,7.05562632985442e-60,"DHRS3","CD8+ T-cells"
"0",1.31833995353442e-64,0.33265490468553,0.11,0.138,7.7639676543549e-60,"CHMP1A","CD8+ T-cells"
"0",1.49709250633529e-64,1.1183506386224,0.039,0.027,8.81667718830982e-60,"TRAPPC10","CD8+ T-cells"
"0",2.341162775568e-64,0.847366387584736,0.046,0.032,1.3787575817875e-59,"OLFM2","CD8+ T-cells"
"0",2.46237058363889e-64,0.162773618047362,0.02,0.032,1.45013928411662e-59,"FASTKD3","CD8+ T-cells"
"0",2.57072511810564e-64,0.900273145582116,0.066,0.051,1.51395143655477e-59,"FO538757-2","CD8+ T-cells"
"0",2.62143318924851e-64,0.266746242537202,0.036,0.05,1.54381443381223e-59,"LINC01588","CD8+ T-cells"
"0",2.76782817945057e-64,0.176508056194312,0.019,0.03,1.63002937144203e-59,"ZNF398","CD8+ T-cells"
"0",2.98319095675183e-64,0.482081178680319,0.248,0.305,1.75686081825029e-59,"HSPH1","CD8+ T-cells"
"0",3.09982776834096e-64,1.03717097814489,0.048,0.035,1.82555056933136e-59,"MRPL38","CD8+ T-cells"
"0",3.42004369968027e-64,0.613400078026519,0.251,0.241,2.01413213561571e-59,"OTUB1","CD8+ T-cells"
"0",3.6686926616179e-64,0.313156543083694,0.038,0.054,2.16056648228002e-59,"SH2D3A","CD8+ T-cells"
"0",4.32347012883988e-64,0.969125294694518,0.074,0.058,2.54617802827638e-59,"VTI1A","CD8+ T-cells"
"0",4.83656969403762e-64,0.31503159340016,0.051,0.069,2.84835262421263e-59,"INO80","CD8+ T-cells"
"0",5.08610757516557e-64,1.02915609598566,0.055,0.041,2.99531047316651e-59,"AES","CD8+ T-cells"
"0",5.30577658365563e-64,0.285967716132427,0.059,0.079,3.12467794564647e-59,"NUP160","CD8+ T-cells"
"0",5.91542067691998e-64,1.08229133303155,0.051,0.038,3.48370954505171e-59,"ABHD16A","CD8+ T-cells"
"0",6.01082742410594e-64,0.341177146275483,0.126,0.157,3.53989648660447e-59,"TMEM259","CD8+ T-cells"
"0",6.09881297166726e-64,0.295111601625641,0.229,0.28,3.59171293527428e-59,"NKTR","CD8+ T-cells"
"0",6.8177169062064e-64,1.17778117779874,0.061,0.047,4.01508984040307e-59,"BORCS6","CD8+ T-cells"
"0",8.22714994874271e-64,0.254336396906979,0.064,0.084,4.84513314781356e-59,"NUP42","CD8+ T-cells"
"0",9.30295312654633e-64,0.308886821317281,0.238,0.292,5.47869515528566e-59,"LSM14A","CD8+ T-cells"
"0",1.0809025492007e-63,0.350236482151184,0.174,0.215,6.36565129275278e-59,"ATG12","CD8+ T-cells"
"0",1.10964939023129e-63,0.124021070421375,0.471,0.563,6.5349471889501e-59,"ANAPC16","CD8+ T-cells"
"0",1.34356127875832e-63,0.260608013388098,0.006,0.013,7.91250108286348e-59,"LINC00672","CD8+ T-cells"
"0",1.3748364785775e-63,0.150465738999017,0.019,0.031,8.09668698963864e-59,"INTS2","CD8+ T-cells"
"0",1.50842313769178e-63,1.63612653400977,0.014,0.007,8.88340554249446e-59,"RP5-821D11-7","CD8+ T-cells"
"0",1.78405842164829e-63,0.126838189915228,0.017,0.027,1.05066768567711e-58,"ZNF570","CD8+ T-cells"
"0",2.41891513959084e-63,0.647672384843821,0.19,0.173,1.42454750400784e-58,"PTPN1","CD8+ T-cells"
"0",2.63853154699314e-63,0.264719837099759,0.045,0.062,1.5538839986552e-58,"PABIR1","CD8+ T-cells"
"0",3.21808785954126e-63,0.7013342813794,0.286,0.285,1.89519630224104e-58,"BAX","CD8+ T-cells"
"0",3.98146698178036e-63,1.74904727343767,0.012,0.006,2.34476553491009e-58,"RP11-701H24-9","CD8+ T-cells"
"0",4.30356444462176e-63,0.243367461886454,0.025,0.038,2.53445517272665e-58,"ADARB1","CD8+ T-cells"
"0",4.7028477610968e-63,0.104843829282923,0.028,0.04,2.76960110346513e-58,"NR2C1","CD8+ T-cells"
"0",5.07409052362367e-63,0.306660137216343,0.153,0.189,2.98823339117245e-58,"TMX1","CD8+ T-cells"
"0",5.15346837012695e-63,0.314884276711689,0.09,0.114,3.03498059253516e-58,"TRIM4","CD8+ T-cells"
"0",5.7910593274138e-63,1.63574603051653,0.018,0.01,3.41047065910054e-58,"RP11-127B20-3","CD8+ T-cells"
"0",7.30127916206024e-63,0.205863928030572,0.082,0.105,4.29986932412051e-58,"WARS1","CD8+ T-cells"
"0",8.27245068298055e-63,1.23011443115535,0.051,0.037,4.87181165622091e-58,"DENND4B","CD8+ T-cells"
"0",9.16889576213624e-63,0.27264740043245,0.015,0.025,5.39974609223727e-58,"BLOC1S3","CD8+ T-cells"
"0",1.19885340151405e-62,0.109173361292926,0.499,0.584,7.06028745219655e-58,"RBM3","CD8+ T-cells"
"0",1.20039703594576e-62,0.319590291980327,0.091,0.116,7.06937822409175e-58,"ZNF622","CD8+ T-cells"
"0",1.22426096768194e-62,1.07472394215159,0.135,0.119,7.20991769087247e-58,"GABARAPL1","CD8+ T-cells"
"0",1.59423683927129e-62,0.210234343032312,0.044,0.06,9.38877959383646e-58,"PRMT7","CD8+ T-cells"
"0",2.49038745031732e-62,0.249508134821269,0.032,0.046,1.46663897724087e-57,"HSF2","CD8+ T-cells"
"0",2.49786195207601e-62,0.436254601187724,0.07,0.091,1.47104086081661e-57,"ZDHHC20","CD8+ T-cells"
"0",2.76388399137031e-62,0.346133663280233,0.068,0.089,1.6277065601978e-57,"RRM1","CD8+ T-cells"
"0",2.84928809964086e-62,0.464467755916102,0.08,0.103,1.67800274764049e-57,"PRR14","CD8+ T-cells"
"0",2.98797418951946e-62,1.36707854945386,0.024,0.015,1.7596777596918e-57,"ADRBK1","CD8+ T-cells"
"0",3.28793506585068e-62,0.135092118183136,0.039,0.054,1.93633071898078e-57,"HIVEP1","CD8+ T-cells"
"0",4.53765312418191e-62,0.272176828205627,0.066,0.086,2.67231467789321e-57,"KATNA1","CD8+ T-cells"
"0",5.21308409999297e-62,0.28825749280398,0.031,0.044,3.07008948816786e-57,"FLYWCH1","CD8+ T-cells"
"0",5.22789225992957e-62,0.132744202693037,0.037,0.051,3.07881030971772e-57,"LPCAT2","CD8+ T-cells"
"0",5.41226011036836e-62,0.592411152020661,0.314,0.317,3.18738822419813e-57,"EWSR1","CD8+ T-cells"
"0",5.49046320185417e-62,0.261324781344784,0.041,0.056,3.23344358883596e-57,"ZMAT1","CD8+ T-cells"
"0",5.87006489409128e-62,0.160045481639806,0.025,0.038,3.45699861742824e-57,"GFM2","CD8+ T-cells"
"0",5.9405647572507e-62,0.549578010028093,0.323,0.322,3.49851739684008e-57,"PDCD4","CD8+ T-cells"
"0",6.47397013527002e-62,0.834379722456136,0.044,0.031,3.81265049206322e-57,"PLXNC1","CD8+ T-cells"
"0",7.39874133966904e-62,0.209111752811577,0.037,0.051,4.35726674975789e-57,"ZNF567","CD8+ T-cells"
"0",1.14538782417582e-61,0.337185765039331,0.061,0.08,6.74541797413627e-57,"NRAS","CD8+ T-cells"
"0",1.44743204394863e-61,0.581323184349271,0.056,0.073,8.52421679322228e-57,"HSPA6","CD8+ T-cells"
"0",1.59292775567501e-61,0.275551409758622,0.064,0.084,9.38107013872127e-57,"DDX39B","CD8+ T-cells"
"0",2.00042163570033e-61,0.978669003741525,0.079,0.064,1.17808830969664e-56,"UBXN11","CD8+ T-cells"
"0",2.58694438080321e-61,0.152815813735444,0.042,0.058,1.52350328474262e-56,"TARBP2","CD8+ T-cells"
"0",2.86642452688825e-61,1.78961342861021,0.017,0.009,1.68809473237503e-56,"RP11-23P13-6","CD8+ T-cells"
"0",2.96388306430144e-61,0.287723976756868,0.106,0.133,1.74549001422841e-56,"PPID","CD8+ T-cells"
"0",3.174406211221e-61,0.343811531429311,0.025,0.037,1.86947130591227e-56,"ZNF318","CD8+ T-cells"
"0",4.24349174210643e-61,0.298002314777287,0.041,0.056,2.49907715676132e-56,"MTMR3","CD8+ T-cells"
"0",4.55382050226483e-61,1.32856661145691,0.018,0.01,2.6818359701938e-56,"SNCA","CD8+ T-cells"
"0",4.86310357211425e-61,0.227587409118392,0.047,0.064,2.86397895568952e-56,"WDR75","CD8+ T-cells"
"0",5.65680818736652e-61,2.31896474266282,0.01,0.005,3.33140747770389e-56,"RP11-231C14-7","CD8+ T-cells"
"0",7.64646694060639e-61,0.330580327289503,0.185,0.226,4.50315731066192e-56,"PPP1R10","CD8+ T-cells"
"0",8.28854633708945e-61,0.362389753437121,0.148,0.184,4.88129070883872e-56,"AMZ2","CD8+ T-cells"
"0",1.08321055131631e-60,1.28813877624083,0.021,0.013,6.379243578812e-56,"CH507-9B2-3","CD8+ T-cells"
"0",1.21534821086635e-60,0.400335687235787,0.079,0.101,7.15742868343411e-56,"JARID2","CD8+ T-cells"
"0",1.24214373128058e-60,0.317514180118566,0.053,0.071,7.31523286225757e-56,"USP42","CD8+ T-cells"
"0",1.24857436353449e-60,0.208230604429685,0.021,0.032,7.35310414172733e-56,"ENGASE","CD8+ T-cells"
"0",1.25903959661151e-60,0.865177739422053,0.177,0.162,7.41473599236452e-56,"IVNS1ABP","CD8+ T-cells"
"0",1.48485039246321e-60,0.905045738581874,0.2,0.188,8.74458093129433e-56,"BCAS2","CD8+ T-cells"
"0",1.50717195728974e-60,1.58659026733146,0.012,0.006,8.87603709087075e-56,"PRDM8","CD8+ T-cells"
"0",2.43771336311053e-60,0.192873090613988,0.036,0.05,1.43561815380306e-55,"TRMT1L","CD8+ T-cells"
"0",2.6052638619228e-60,0.149477494442626,0.019,0.029,1.53429199356357e-55,"ZNF234","CD8+ T-cells"
"0",2.76803884650334e-60,0.4079301920856,0.077,0.1,1.63015343748275e-55,"PRKAA1","CD8+ T-cells"
"0",3.32992152392122e-60,0.224892299583354,0.042,0.057,1.96105738386768e-55,"USP37","CD8+ T-cells"
"0",3.57655202285544e-60,0.174259735113779,0.025,0.038,2.10630301730003e-55,"CRTC1","CD8+ T-cells"
"0",4.63716062882577e-60,0.325610735220128,0.138,0.171,2.73091663752807e-55,"DERL2","CD8+ T-cells"
"0",4.85083538229743e-60,0.287294925787287,0.041,0.056,2.8567539733426e-55,"GXYLT1","CD8+ T-cells"
"0",5.3332036027668e-60,0.260398994862111,0.034,0.048,3.14083026574143e-55,"NAT10","CD8+ T-cells"
"0",5.38944448432732e-60,0.616329661117783,0.295,0.293,3.17395164571005e-55,"PAK2","CD8+ T-cells"
"0",5.46417738305648e-60,0.206076378385215,0.029,0.042,3.21796334442962e-55,"PARP3","CD8+ T-cells"
